keyword,search_volume,intent,commercial_value,difficulty,current_position,target_position,primary_owning_url,role,secondary_supporting_urls,title_coverage,meta_coverage,h1_coverage,h2_coverage,body_coverage,faq_coverage,internal_anchor_coverage,cannibalisation_risk,competitor_gap,serp_similarity,optimization_score,next_action,silo,page_visitors,page_pageviews,page_conversions,page_seconds,page_bounce,page_sessions,behaviour_source,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,gsc_ranking_url,demand_share
kids meal prep dubai price,0,commercial,0,,,20,/kids-nutrition-chef-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.4,1,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
meal prep dubai delivery,0,,0,,,20,/kids-nutrition-chef-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
meal prep dubai healthy,0,,0,,,20,/kids-nutrition-chef-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
meal prep for 5 year old,0,transactional,0,,,20,/kids-nutrition-chef-dubai,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,no tracked competitor in top 30,0.0,0,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
practical meal prep dubai,0,,0,,,20,/kids-nutrition-chef-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
best live cooking stations dubai,0,commercial,0,,,20,/live-cooking-stations-dubai,sub,,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,0.75,3,a second natural mention,Catering,3,3,0,1,1.0,1,first-party,,,,,,
halal live cooking stations dubai,0,commercial,0,,,20,/live-cooking-stations-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Catering,3,3,0,1,1.0,1,first-party,,,,,,
live cooking classes,0,,0,,,20,/live-cooking-stations-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Catering,3,3,0,1,1.0,1,first-party,,,,,,
live cooking station ideas,0,,0,,,20,/live-cooking-stations-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Catering,3,3,0,1,1.0,1,first-party,,,,,,
live cooking station price per person dubai,0,commercial,0,,,20,/live-cooking-stations-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Catering,3,3,0,1,1.0,1,first-party,,,,,,
live cooking stations dubai price,0,commercial,0,,,20,/live-cooking-stations-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.2,3,a second natural mention,Catering,3,3,0,1,1.0,1,first-party,,,,,,
live cooking stations menu dubai,0,commercial,0,,,20,/live-cooking-stations-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.23,3,a second natural mention,Catering,3,3,0,1,1.0,1,first-party,,,,,,
live cooking stations packages dubai,0,commercial,0,,,20,/live-cooking-stations-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,3,a second natural mention,Catering,3,3,0,1,1.0,1,first-party,,,,,,
live pasta station dubai,0,transactional,0,,,20,/live-cooking-stations-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.18,1,write one sentence that says it,Catering,3,3,0,1,1.0,1,first-party,,,,,,
private classes for cooking,0,,0,,,20,/live-cooking-stations-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Catering,3,3,0,1,1.0,1,first-party,,,,,,
shawarma live station,0,,0,,,20,/live-cooking-stations-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Catering,3,3,0,1,1.0,1,first-party,,,,,,
catering near me dubai,0,commercial,0,,,20,/locations,primary,,True,True,True,True,3,False,none,low,no tracked competitor in top 30,1.0,8,"no measured UAE demand, but the page gets visits — check the phrasing against what they search; answer a FAQ that contains it; get an inbound link with this anchor",Locations,29,48,0,7.0,0,1,ga4,,,,,,
best catering locations dubai,0,commercial,0,,,20,/locations,sub,,False,False,False,False,0,False,partial,low,no tracked competitor in top 30,0.5,1,write one sentence that says it; merge → /best-catering-companies-dubai,Locations,29,48,0,7.0,0,1,ga4,,,,,,
birthday catering locations dubai,0,commercial,0,,,20,/locations,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.2,1,write one sentence that says it; merge → /birthday-catering-package-dubai,Locations,29,48,0,7.0,0,1,ga4,,,,,,
caterers near by,0,,0,,,20,/locations,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Locations,29,48,0,7.0,0,1,ga4,,,,,,
catering services near me dubai,0,commercial,0,,,20,/locations,sub,,False,False,False,False,0,False,none,low,no tracked competitor in top 30,0.5,0,write one sentence that says it; merge → /buffet-catering-dubai,Locations,29,48,0,7.0,0,1,ga4,,,,,,
dubai chocolate catering near me,0,commercial,0,,,20,/locations,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,no tracked competitor in top 30,0.0,0,write one sentence that says it,Locations,29,48,0,7.0,0,1,ga4,,,,,,
dubai private chef locations,0,,0,,,20,/locations,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Locations,29,48,0,7.0,0,1,ga4,,,,,,
food catering locations dubai,0,commercial,0,,,20,/locations,sub,,False,False,False,False,0,False,partial,low,no tracked competitor in top 30,0.5,1,write one sentence that says it; merge → /best-catering-companies-dubai,Locations,29,48,0,7.0,0,1,ga4,,,,,,
private chef service areas dubai,0,commercial,0,,27,10,/locations,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #27",0.0,1,write one sentence that says it; merge → /our-chefs,Locations,29,48,0,7.0,0,1,ga4,,,,,,
small catering locations dubai,0,commercial,0,,,20,/locations,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.33,1,write one sentence that says it,Locations,29,48,0,7.0,0,1,ga4,,,,,,
what is the largest catering company,0,commercial,0,,,20,/locations,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,no tracked competitor in top 30,0.08,0,write one sentence that says it,Locations,29,48,0,7.0,0,1,ga4,,,,,,
private chef al barsha,0,informational,0,,12,10,/locations/al-barsha,primary,,True,False,True,False,2,False,partial,low,"no tracked competitor in top 30, we #12",1.0,6,"no measured UAE demand, but the page gets visits — check the phrasing against what they search; say it in the meta description; one H2 carries it; answer a FAQ that contains it; get an inbound link with this anchor",Locations,3,3,0,0,1.0,1,first-party,,,,,,
catering al barsha,0,commercial,0,,8,10,/locations/al-barsha,sub,,False,False,False,False,6,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #8",0.0,5,hold — nothing to do,Locations,3,3,0,0,1.0,1,first-party,,,,,,
chef at home al barsha,0,informational,0,,17,10,/locations/al-barsha,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #17",0.2,1,write one sentence that says it,Locations,3,3,0,0,1.0,1,first-party,,,,,,
party catering al barsha,0,commercial,0,,4,10,/locations/al-barsha,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #4",0.0,1,write one sentence that says it,Locations,3,3,0,0,1.0,1,first-party,,,,,,
personal chef al barsha,0,informational,0,,9,10,/locations/al-barsha,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #9",0.1,1,write one sentence that says it,Locations,3,3,0,0,1.0,1,first-party,,,,,,
private dining al barsha,0,informational,0,,23,10,/locations/al-barsha,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #23",0.0,1,write one sentence that says it,Locations,3,3,0,0,1.0,1,first-party,,,,,,
private chef arabian ranches,0,commercial,0,,13,10,/locations/arabian-ranches,primary,,True,False,False,False,1,False,partial,low,"no tracked competitor in top 30, we #13",1.0,2,"no measured UAE demand, but the page gets visits — check the phrasing against what they search; put the exact primary in the H1; say it in the meta description; say it in the first 100 words; one H2 carries it; use it at least twice in the body; answer a FAQ that contains it; get an inbound link with this anchor",Locations,1,1,0,,,0,,,,,,,
catering arabian ranches,0,commercial,0,,,20,/locations/arabian-ranches,sub,,False,False,True,False,7,False,partial,low,,,2,remove it from the heading (subs live in sentences),Locations,1,1,0,,,0,,,,,,,
chef at home arabian ranches,0,commercial,0,,19,10,/locations/arabian-ranches,sub,,False,False,False,False,0,False,partial,low,"no tracked competitor in top 30, we #19",0.6,1,write one sentence that says it,Locations,1,1,0,,,0,,,,,,,
female private chef arabian ranches,0,commercial,0,,21,10,/locations/arabian-ranches,sub,,False,False,False,False,0,False,partial,low,"no tracked competitor in top 30, we #21",0.75,1,write one sentence that says it,Locations,1,1,0,,,0,,,,,,,
party catering arabian ranches,0,commercial,0,,,20,/locations/arabian-ranches,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Locations,1,1,0,,,0,,,,,,,
personal chef arabian ranches,0,commercial,0,,23,10,/locations/arabian-ranches,sub,,False,False,False,False,0,False,partial,low,"no tracked competitor in top 30, we #23",0.62,1,write one sentence that says it,Locations,1,1,0,,,0,,,,,,,
private dining arabian ranches,0,commercial,0,,,20,/locations/arabian-ranches,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Locations,1,1,0,,,0,,,,,,,
private chef bluewaters island,0,transactional,0,,8,10,/locations/bluewaters-island,primary,,False,False,False,False,0,False,partial,low,"no tracked competitor in top 30, we #8",1.0,0,"no measured UAE demand, but the page gets visits — check the phrasing against what they search; put the exact primary in the title; put the exact primary in the H1; say it in the meta description; say it in the first 100 words; one H2 carries it; use it at least twice in the body; answer a FAQ that contains it; get an inbound link with this anchor",Locations,1,1,0,,,0,,,,,,,
catering bluewaters dubai,0,,0,,,20,/locations/bluewaters-island,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Locations,1,1,0,,,0,,,,,,,
catering bluewaters island,0,transactional,0,,,20,/locations/bluewaters-island,sub,,False,False,True,False,1,False,partial,low,,,0,a second natural mention; remove it from the heading (subs live in sentences),Locations,1,1,0,,,0,,,,,,,
chef at home bluewaters island,0,navigational,0,,3,10,/locations/bluewaters-island,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #3",0.27,1,write one sentence that says it,Locations,1,1,0,,,0,,,,,,,
female private chef bluewaters island,0,transactional,0,,11,10,/locations/bluewaters-island,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #11",0.22,1,write one sentence that says it,Locations,1,1,0,,,0,,,,,,,
party catering bluewaters island,0,commercial,0,,31,20,/locations/bluewaters-island,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #31",0.0,1,write one sentence that says it,Locations,1,1,0,,,0,,,,,,,
personal chef bluewaters island,0,navigational,0,,18,10,/locations/bluewaters-island,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #18",0.2,1,write one sentence that says it,Locations,1,1,0,,,0,,,,,,,
private dining bluewaters island,0,navigational,0,,,20,/locations/bluewaters-island,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Locations,1,1,0,,,0,,,,,,,
private chef business bay,0,transactional,0,,28,10,/locations/business-bay,primary,,True,False,False,False,1,False,partial,low,"no tracked competitor in top 30, we #28",1.0,2,no measured UAE demand for this primary — re-target it or merge the page; put the exact primary in the H1; say it in the meta description; say it in the first 100 words; one H2 carries it; use it at least twice in the body; answer a FAQ that contains it; get an inbound link with this anchor,Locations,0,0,0,,,0,,,,,,,
business dinner package dubai,0,,0,,,20,/locations/business-bay,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Locations,0,0,0,,,0,,,,,,,
business lunches in dubai,0,,0,,,20,/locations/business-bay,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Locations,0,0,0,,,0,,,,,,,
catering business bay,0,commercial,0,,,20,/locations/business-bay,sub,,False,False,True,False,7,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,2,remove it from the heading (subs live in sentences),Locations,0,0,0,,,0,,,,,,,
chef at home business bay,0,commercial,0,,20,10,/locations/business-bay,sub,,False,False,False,False,0,False,partial,low,"no tracked competitor in top 30, we #20",0.56,1,write one sentence that says it,Locations,0,0,0,,,0,,,,,,,
event catering business,0,,0,,,20,/locations/business-bay,sub,/business-lunch-catering-dubai /conference-catering-dubai /corporate,False,False,False,False,1,False,partial,low,,,4,a second natural mention,Locations,0,0,0,,,0,,,,,,,
female private chef business bay,0,transactional,0,,,20,/locations/business-bay,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Locations,0,0,0,,,0,,,,,,,
iftar buffet dubai business bay,0,,0,,,20,/locations/business-bay,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Locations,0,0,0,,,0,,,,,,,
office catering business bay,0,commercial,0,,19,20,/locations/business-bay,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Locations,0,0,0,,,0,,0,10,0,18.9,/business-lunch-catering-dubai,
party catering business bay,0,commercial,0,,35,20,/locations/business-bay,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #35",0.0,1,write one sentence that says it,Locations,0,0,0,,,0,,,,,,,
personal chef business bay,0,commercial,0,,27,10,/locations/business-bay,sub,,False,False,False,False,0,False,partial,low,"no tracked competitor in top 30, we #27",0.5,1,write one sentence that says it; merge → /apartment-private-dining-dubai,Locations,0,0,0,,,0,,,,,,,
private dining business bay,0,commercial,0,,,20,/locations/business-bay,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Locations,0,0,0,,,0,,,,,,,
