keyword,search_volume_uae,intent,commercial_value_usd,serp_similarity_to_owner,ranking_difficulty,current_position_uae,gsc_impressions,gsc_ctr,bing_impressions,bing_ctr,competitor_gap,entity_coverage_tokens,exact_phrase_on_page,owner_page,role,recommended_page,action
fine dining in downtown dubai,0,informational,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/locations/downtown-dubai,sub,/locations/downtown-dubai,keep (sub)
fine dining in dubai marina,0,,0,,,n/a,,,,,,1.0,True,/locations/dubai-marina,sub,/locations/dubai-marina,keep (sub)
finger food catering menu dubai,0,,0,,,n/a,,,,,,0.75,False,/wedding-catering-menu-planning-dubai,sub,/wedding-catering-menu-planning-dubai,keep (sub)
finger food catering packages dubai,0,,0,,,n/a,,,,,,0.5,False,/catering-packages-dubai,sub,/catering-packages-dubai,keep (sub)
finger food catering price per person dubai,0,,0,,,n/a,,,,,,1.0,True,/canape-catering-dubai,sub,/canape-catering-dubai,keep (sub)
finger foods to cater,0,,0,,,n/a,,,,,,0.0,False,/menus,sub,/menus,keep (sub)
fitness meal plan dubai,0,,0,,,n/a,,,,,,1.0,True,/fitness-meal-prep-dubai,sub,/fitness-meal-prep-dubai,keep (sub)
fitness meal prep delivery,0,,0,,,n/a,,,,,,1.0,True,/postpartum-meal-prep-dubai,sub,/postpartum-meal-prep-dubai,keep (sub)
fitness meal prep delivery menu,0,,0,,,n/a,,,,,,1.0,True,/weekly-meal-prep-dubai,sub,/weekly-meal-prep-dubai,keep (sub)
fitness meal prep dubai,0,commercial,0,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/fitness-meal-prep-dubai,primary,/fitness-meal-prep-dubai,keep (primary)
fitness meal prep dubai price,0,commercial,0,,,n/a,,,,,,1.0,True,/fitness-meal-prep-dubai,sub,/fitness-meal-prep-dubai,keep (sub)
fitness meal prep dubai price per meal,0,commercial,0,0.5,,,,,,,no tracked competitor in top 30,1.0,True,/fitness-meal-prep-dubai,sub,/weekly-meal-prep-dubai,merge → /weekly-meal-prep-dubai
fitness meal prep menu dubai,0,transactional,0,0.5,,,,,,,no tracked competitor in top 30,1.0,True,/fitness-meal-prep-dubai,sub,/weekly-meal-prep-dubai,merge → /weekly-meal-prep-dubai
fitness meal prep packages dubai,0,commercial,0,0.71,,,,,,,no tracked competitor in top 30,1.0,True,/fitness-meal-prep-dubai,sub,/weekly-meal-prep-dubai,merge → /weekly-meal-prep-dubai
fitness meal prep services,0,,0,,,n/a,,,,,,1.0,True,/weekly-meal-prep-dubai,sub,/weekly-meal-prep-dubai,keep (sub)
food blogger collaboration dubai,0,commercial,0,,,,,,,,no tracked competitor in top 30,1.0,True,/influencer-partnerships,sub,/influencer-partnerships,keep (sub)
food catering company dubai,0,,0,,,n/a,,,,,,1.0,True,/best-catering-companies-dubai,sub,/best-catering-companies-dubai,keep (sub)
food catering locations dubai,0,commercial,0,0.5,,,,,,,no tracked competitor in top 30,0.67,False,/locations,sub,/best-catering-companies-dubai,merge → /best-catering-companies-dubai
food catering menus dubai,0,commercial,0,0.08,,,,,,,no tracked competitor in top 30,0.67,False,/menus,sub,/menus,keep (sub)
food catering packages dubai,0,commercial,0,0.44,,,,,,,no tracked competitor in top 30,0.67,False,/catering-packages-dubai,sub,/best-catering-companies-dubai,merge → /best-catering-companies-dubai
food exhibition catering dubai,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/exhibition-catering-dubai,sub,/exhibition-catering-dubai,keep (sub)
food for catering near me halal,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/blog/halal-private-dining-dubai-what-to-ask,sub,/blog/halal-private-dining-dubai-what-to-ask,keep (sub)
food influencer collaboration dubai,0,commercial,0,,,,,,,,no tracked competitor in top 30,1.0,True,/influencer-partnerships,sub,/influencer-partnerships,keep (sub)
food influencer partnerships dubai,0,commercial,0,1.0,,n/a,,,,,,1.0,True,/influencer-partnerships,primary,/influencer-partnerships,keep (primary)
food prep dubai,0,,0,,,n/a,,,,,,1.0,True,/influencer-partnerships,sub,/influencer-partnerships,keep (sub)
food safety in dubai,0,,0,,,n/a,,,,,,1.0,True,/allergy-safe-catering-dubai,sub,/allergy-safe-catering-dubai,keep (sub)
food to bring on a yacht party,0,,0,,,n/a,,,,,,1.0,False,/yachts,sub,/yachts,keep (sub)
freelance chef work dubai,0,transactional,0,0.42,,,,,,,no tracked competitor in top 30,1.0,True,/become-a-mychef,sub,/become-a-mychef,drop — off-intent
french private chef dubai,0,,0,,,n/a,,,,,,0.67,False,/private-chef-dubai,sub,/private-chef-dubai,keep (sub)
full service birthday catering dubai,0,commercial,0,0.44,,,,,,,no tracked competitor in top 30,1.0,False,/birthday-catering-dubai,sub,/birthday-catering-package-dubai,merge → /birthday-catering-package-dubai
full service catering dubai,0,,0,,,n/a,,,,,,1.0,True,/catering-dubai,sub,/catering-dubai,keep (sub)
full service vs drop off catering dubai,0,commercial,0,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/blog/corporate-catering-full-service-vs-drop-off,primary,/blog/corporate-catering-full-service-vs-drop-off,keep (primary)
full time private chef cost dubai,0,commercial,0,0.45,,32,,,,,"no tracked competitor in top 30, we #32",1.0,True,/full-time-private-chef-dubai,sub,/blog/how-much-does-private-chef-cost-dubai,merge → /blog/how-much-does-private-chef-cost-dubai
full time private chef in dubai,0,commercial,0,0.14,,,,,,,no tracked competitor in top 30,1.0,True,/blog/private-chef-vs-restaurant-dubai,sub,/blog/how-to-hire-a-private-chef-dubai,merge → /blog/how-to-hire-a-private-chef-dubai
fusion catering dubai,0,commercial,0,0.07,,,,,,,no tracked competitor in top 30,1.0,True,/cuisines-dubai,sub,/cuisines-dubai,keep (sub)
gaia dubai private dining,0,,0,,,n/a,,,,,,1.0,True,/halal-private-dining-dubai,sub,/halal-private-dining-dubai,keep (sub)
gala dinner catering cost per person dubai,0,commercial,0,0.0,,6,,,,,"no tracked competitor in top 30, we #6",1.0,True,/gala-dinner-catering-dubai,sub,/gala-dinner-catering-dubai,keep (sub)
gala dinner catering dubai,0,commercial,0,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/gala-dinner-catering-dubai,primary,/gala-dinner-catering-dubai,keep (primary)
gala dinner catering dubai price,0,commercial,0,,,n/a,,,,,,1.0,True,/gala-dinner-catering-dubai,sub,/gala-dinner-catering-dubai,keep (sub)
gala dinner catering menu dubai,0,transactional,0,0.09,,,,,,,no tracked competitor in top 30,1.0,True,/gala-dinner-catering-dubai,sub,/gala-dinner-catering-dubai,keep (sub)
gala dinner catering packages dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/gala-dinner-catering-dubai,sub,/gala-dinner-catering-dubai,keep (sub)
gala dinner theme ideas,0,,0,,,n/a,,,,,,1.0,True,/gala-dinner-catering-dubai,sub,/gala-dinner-catering-dubai,keep (sub)
gala food menu ideas,0,,0,,,n/a,,,,,,1.0,True,/gala-dinner-catering-dubai,sub,/gala-dinner-catering-dubai,keep (sub)
giuseppe villa chef,0,,0,,,n/a,,,,,,1.0,True,/villa-catering-ideas-dubai,sub,/villa-catering-ideas-dubai,keep (sub)
grazing board,0,,0,,,n/a,,,,,,1.0,False,/grazing-table-dubai,sub,/grazing-table-dubai,keep (sub)
grazing table delivery dubai,0,transactional,0,,,n/a,,,,,,1.0,True,/grazing-table-dubai,sub,/grazing-table-dubai,keep (sub)
grazing table dubai price,0,commercial,0,,,n/a,,,,,,1.0,True,/grazing-table-dubai,sub,/grazing-table-dubai,keep (sub)
grazing table for 20 guests dubai,0,transactional,0,0.36,,,,,,,no tracked competitor in top 30,1.0,True,/grazing-table-dubai,sub,/grazing-table-dubai,keep (sub)
grazing table menu dubai,0,transactional,0,0.36,,,,,,,no tracked competitor in top 30,1.0,True,/grazing-table-dubai,sub,/grazing-table-dubai,keep (sub)
grazing table packages dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/grazing-table-dubai,sub,/grazing-table-dubai,keep (sub)
grazing table prices,0,,0,,,n/a,,,,,,1.0,True,/chefs-table-dubai,sub,/chefs-table-dubai,keep (sub)
grazing table vs buffet dubai,0,commercial,0,1.0,,3,,,,,"no tracked competitor in top 30, we #3",1.0,True,/blog/grazing-table-vs-buffet-dubai,primary,/blog/grazing-table-vs-buffet-dubai,keep (primary)
grazing tables dubai,0,,0,,,n/a,,,,,,1.0,True,/grazing-table-dubai,sub,/grazing-table-dubai,keep (sub)
greek catering dubai,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/mediterranean-catering-dubai,sub,/mediterranean-catering-dubai,keep (sub)
group cooking classes dubai,0,,0,,,n/a,,,,,,1.0,True,/private-cooking-classes-dubai,sub,/private-cooking-classes-dubai,keep (sub)
halal afternoon tea catering dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/afternoon-tea-catering-dubai,sub,/afternoon-tea-catering-dubai,keep (sub)
halal asian catering dubai,0,commercial,0,0.25,,,,,,,no tracked competitor in top 30,1.0,True,/asian-catering-dubai,sub,/asian-catering-dubai,keep (sub)
halal baby shower catering dubai,0,commercial,0,0.38,,,,,,,no tracked competitor in top 30,1.0,True,/baby-shower-catering-dubai,sub,/baby-shower-catering-dubai,keep (sub)
halal bbq catering dubai,0,commercial,0,0.44,,24,,,,,"no tracked competitor in top 30, we #24",1.0,True,/bbq-catering-dubai,sub,/bbq-catering-dubai,keep (sub)
halal birthday catering dubai,0,commercial,0,0.17,,,,,,,no tracked competitor in top 30,1.0,False,/birthday-catering-dubai,sub,/birthday-catering-dubai,keep (sub)
halal birthday catering package dubai,0,commercial,0,0.2,,,,,,,no tracked competitor in top 30,1.0,True,/birthday-catering-package-dubai,sub,/birthday-catering-package-dubai,keep (sub)
halal breakfast catering dubai,0,commercial,0,0.07,,,,,,,no tracked competitor in top 30,1.0,True,/breakfast-catering-dubai,sub,/breakfast-catering-dubai,keep (sub)
halal brunch catering dubai,0,commercial,0,0.08,,29,,,,,"no tracked competitor in top 30, we #29",1.0,True,/brunch-catering-dubai,sub,/brunch-catering-dubai,keep (sub)
halal buffet catering dubai,0,commercial,0,0.27,,,,,,,no tracked competitor in top 30,1.0,True,/buffet-catering-dubai,sub,/buffet-catering-dubai,keep (sub)
halal canape catering dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/canape-catering-dubai,sub,/canape-catering-dubai,keep (sub)
halal caterers dubai,0,commercial,0,0.3,,,,,,,no tracked competitor in top 30,1.0,True,/halal-catering-dubai,sub,/halal-catering-dubai,keep (sub)
halal catering companies dubai,0,commercial,0,0.08,,,,,,,no tracked competitor in top 30,1.0,True,/halal-catering-dubai,sub,/halal-catering-dubai,keep (sub)
halal catering cost per person dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/halal-catering-dubai,sub,/halal-catering-dubai,keep (sub)
halal catering dubai,0,commercial,0,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/halal-catering-dubai,primary,/halal-catering-dubai,keep (primary)
halal catering dubai price,0,commercial,0,,,n/a,,,,,,1.0,True,/halal-catering-dubai,sub,/halal-catering-dubai,keep (sub)
halal catering menu dubai,0,commercial,0,0.08,,,,,,,no tracked competitor in top 30,1.0,True,/halal-catering-dubai,sub,/halal-catering-dubai,keep (sub)
halal catering packages dubai,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,False,/catering-packages-dubai,sub,/catering-packages-dubai,keep (sub)
halal chefs table dubai,0,commercial,0,0.6,,31,,,,,"no tracked competitor in top 30, we #31",1.0,True,/chefs-table-dubai,sub,/chefs-table-dubai,keep (sub)
halal christmas catering dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/christmas-catering-dubai,sub,/christmas-catering-dubai,keep (sub)
halal corporate event catering dubai,0,commercial,0,0.3,,29,,,,,"no tracked competitor in top 30, we #29",1.0,False,/corporate-event-catering-dubai,sub,/corporate-event-catering-dubai,keep (sub)
halal date night dubai,0,transactional,0,,,n/a,,,,,,1.0,True,/date-night-package-dubai,sub,/date-night-package-dubai,keep (sub)
halal desert dining dubai,0,informational,0,0.86,,,,,,,no tracked competitor in top 30,1.0,True,/desert-dining-dubai,sub,/desert-dining-dubai,keep (sub)
halal dessert table catering dubai,0,commercial,0,,,,,,,,no tracked competitor in top 30,1.0,False,/dessert-table-catering-dubai,sub,/dessert-table-catering-dubai,keep (sub)
halal drop off catering dubai,0,commercial,0,,,20,,,,,"no tracked competitor in top 30, we #20",1.0,True,/drop-off-catering-dubai,sub,/drop-off-catering-dubai,keep (sub)
halal family catering dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/family-feast-package-dubai,sub,/family-feast-package-dubai,keep (sub)
halal festive catering dubai,0,commercial,0,0.44,,22,,,,,"no tracked competitor in top 30, we #22",1.0,False,/festive-catering-dubai,sub,/festive-catering-dubai,keep (sub)
halal fine dining at home dubai,0,commercial,0,,,4,,,,,"no tracked competitor in top 30, we #4",1.0,True,/halal-private-dining-dubai,sub,/halal-private-dining-dubai,keep (sub)
halal fitness meal prep dubai,0,commercial,0,0.44,,,,,,,no tracked competitor in top 30,1.0,True,/fitness-meal-prep-dubai,sub,/weekly-meal-prep-dubai,merge → /weekly-meal-prep-dubai
halal gala dinner catering dubai,0,commercial,0,0.2,,17,,,,,"no tracked competitor in top 30, we #17",1.0,True,/gala-dinner-catering-dubai,sub,/gala-dinner-catering-dubai,keep (sub)
halal grazing table dubai,0,transactional,0,0.36,,,,,,,no tracked competitor in top 30,1.0,True,/grazing-table-dubai,sub,/grazing-table-dubai,keep (sub)
halal indian catering dubai,0,commercial,0,0.27,,,,,,,no tracked competitor in top 30,1.0,True,/indian-catering-dubai,sub,/diwali-catering-dubai,merge → /diwali-catering-dubai
halal italian catering dubai,0,commercial,0,0.45,,,,,,,no tracked competitor in top 30,1.0,True,/italian-catering-dubai,sub,/italian-catering-dubai,keep (sub)
halal live cooking stations dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/live-cooking-stations-dubai,sub,/live-cooking-stations-dubai,keep (sub)
halal mediterranean catering dubai,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/mediterranean-catering-dubai,sub,/mediterranean-catering-dubai,keep (sub)
halal new year catering dubai,0,commercial,0,0.5,,10,,,,,"no tracked competitor in top 30, we #10",1.0,True,/new-year-catering-dubai,sub,/blog/nye-party-catering-dubai,merge → /blog/nye-party-catering-dubai
halal private chef dubai,0,commercial,0,,,24,,,,,"no tracked competitor in top 30, we #24",1.0,True,/halal-private-dining-dubai,sub,/private-chef-dubai/how-it-works,merge → /private-chef-dubai/how-it-works
halal private dining cost per person dubai,0,commercial,0,,,2,,,,,"no tracked competitor in top 30, we #2",1.0,True,/halal-private-dining-dubai,sub,/halal-private-dining-dubai,keep (sub)
halal private dining dubai,0,commercial,0,1.0,,n/a,,,,,,1.0,True,/halal-private-dining-dubai,primary,/halal-private-dining-dubai,keep (primary)
halal private dining dubai price,0,commercial,0,,,5,,,,,"no tracked competitor in top 30, we #5",1.0,True,/halal-private-dining-dubai,sub,/halal-private-dining-dubai,keep (sub)
halal private dining menu,0,commercial,0,,,,,,,,no tracked competitor in top 30,1.0,True,/blog/private-chef-palm-jumeirah-guide,sub,/blog/private-chef-palm-jumeirah-guide,keep (sub)
halal private dining menu dubai,0,commercial,0,,,18,,,,,"no tracked competitor in top 30, we #18",1.0,True,/halal-private-dining-dubai,sub,/halal-private-dining-dubai,keep (sub)
halal private dining packages dubai,0,commercial,0,,,26,,,,,"no tracked competitor in top 30, we #26",1.0,True,/halal-private-dining-dubai,sub,/guide/private-dining-dubai,merge → /guide/private-dining-dubai
halal private party catering dubai,0,commercial,0,0.44,,30,,,,,"no tracked competitor in top 30, we #30",1.0,False,/private-party-catering-dubai,sub,/private-party-catering-dubai,keep (sub)
halal proposal dinner dubai,0,transactional,0,0.23,,,,,,,no tracked competitor in top 30,1.0,True,/proposal-dinner-dubai,sub,/proposal-dinner-dubai,keep (sub)
halal staff meals catering dubai,0,commercial,0,,,17,,,,,"no tracked competitor in top 30, we #17",1.0,True,/staff-meals-catering-dubai,sub,/staff-meals-catering-dubai,keep (sub)
halal sushi catering dubai,0,commercial,0,0.36,,,,,,,no tracked competitor in top 30,1.0,True,/sushi-catering-dubai,sub,/sushi-catering-dubai,keep (sub)
halal tasting menu dubai,0,commercial,0,0.12,,,,,,,no tracked competitor in top 30,1.0,True,/tasting-menu-dubai,sub,/tasting-menu-dubai,keep (sub)
healthy food delivery dubai,0,,0,,,n/a,,,,,,1.0,True,/drop-off-catering-dubai,sub,/drop-off-catering-dubai,keep (sub)
healthy food dubai hills,0,,0,,,n/a,,,,,,1.0,True,/locations/emirates-hills,sub,/locations/emirates-hills,keep (sub)
healthy food plan dubai,0,,0,,,n/a,,,,,,1.0,False,/wellness-meal-prep-dubai,sub,/wellness-meal-prep-dubai,keep (sub)
healthy kids meals delivery dubai,0,commercial,0,0.36,,,,,,,no tracked competitor in top 30,1.0,True,/kids-nutrition-chef-dubai,sub,/kids-nutrition-chef-dubai,keep (sub)
healthy meal delivery dubai,0,,0,,,n/a,,,,,,1.0,True,/drop-off-catering-dubai,sub,/drop-off-catering-dubai,keep (sub)
healthy meal plans dubai,0,,0,,,n/a,,,,,,0.67,False,/wellness-meal-prep-dubai,sub,/wellness-meal-prep-dubai,keep (sub)
healthy meal prep delivery dubai,0,commercial,0,,,n/a,,,,,,0.75,False,/wellness-meal-prep-dubai,sub,/wellness-meal-prep-dubai,keep (sub)
healthy meal prep dubai price,0,commercial,0,0.88,,,,,,,no tracked competitor in top 30,0.75,False,/wellness-meal-prep-dubai,sub,/wellness-meal-prep-dubai,keep (sub)
healthy meal prep dubai price per meal,0,commercial,0,0.71,,,,,,,no tracked competitor in top 30,0.83,False,/wellness-meal-prep-dubai,sub,/weekly-meal-prep-dubai,merge → /weekly-meal-prep-dubai
high protein meal prep dubai,0,commercial,0,0.36,,,,,,,no tracked competitor in top 30,1.0,True,/fitness-meal-prep-dubai,sub,/wellness-meal-prep-dubai,merge → /wellness-meal-prep-dubai
high tea catering dubai,0,commercial,0,0.23,,,,,,,no tracked competitor in top 30,1.0,True,/afternoon-tea-catering-dubai,sub,/afternoon-tea-catering-dubai,keep (sub)
hire a full time chef dubai,0,transactional,0,0.29,,,,,,,no tracked competitor in top 30,1.0,True,/full-time-private-chef-dubai,sub,/blog/how-to-hire-a-private-chef-dubai,merge → /blog/how-to-hire-a-private-chef-dubai
hire a pastry chef dubai,0,transactional,0,0.27,,,,,,,no tracked competitor in top 30,0.67,False,/chefs/matteo-pastry-chef,sub,/chefs/matteo-pastry-chef,keep (sub)
